,entropy,Hurst,Complexity,Mobility,labels
0,1.6058071848615618,0.684241618118242,50.710338210919026,0.017254147703281385,1
1,1.6350239265402207,0.8598998488860475,54.571444117611634,0.016571104285471896,1
2,1.6567262599936123,0.833170526664509,48.495279622771925,0.018602706998785048,1
3,1.6221432839048646,0.7582726459970632,55.863899418794,0.015990809380372024,3
4,1.6468274592684065,0.8865486767760574,53.680134470045196,0.017060462729374445,3
5,1.591778813064516,0.8172273555225257,57.1657074589097,0.015983014394678682,3
6,1.5677415935374401,0.981731967820109,65.35998332511777,0.013094334049240729,2
7,1.5430398209948333,0.8125611767657005,61.615327201112656,0.014465025634998524,2
8,1.583233665918985,0.7294552246134343,51.47705416468574,0.017285127138461736,2
9,1.5816835828520002,0.7582975375379094,53.271733446922376,0.016332515046725452,0
10,1.5849846321229581,0.816231527311665,55.26690566949952,0.016211838406040693,0
11,1.5372325927249648,0.6095524780594711,54.10232794096871,0.015925566611342312,0
12,1.600948543935436,0.8746010046182974,55.14874371934312,0.016317764323809394,0
13,1.5830338431236033,0.8248961611389577,57.00132924368878,0.014883475730452485,0
14,1.6138478795555484,0.997220768022112,79.43803457734266,0.01180607316403643,0
15,1.5646188217099972,0.6880680138027065,55.44267082935189,0.015588516048012905,2
16,1.5661764097107589,0.6631865097108958,57.04120962718645,0.015525299555376926,2
17,1.6218273124706817,0.6705147855674024,53.59704009985768,0.01667185806277925,2
18,1.5861345302000263,0.7422889044354357,58.122868465814406,0.015536981745323366,3
19,1.530789342598356,0.7326381812972566,64.96137098042583,0.014007222505344872,3
20,1.6104153655584408,0.8937999687274761,51.25283570872663,0.017712025921863116,3
21,1.6649032807775528,0.7762063472371058,51.093204797592136,0.01826453639259738,1
22,1.5936370468813321,0.6501896944673656,53.29786431357405,0.017134872654021752,1
23,1.6420005745120563,0.951520584416965,50.90338971271819,0.01804618136378756,1
24,1.566466256916149,0.8484125429214565,59.59737039259054,0.014806038482475845,1
25,1.640429055026346,0.94643087307843,79.23635476432793,0.011890966925764966,1
26,1.6401274840210707,1.0753264429510205,77.38727522719073,0.011839762470071008,1
27,1.6291128856272217,0.6773272445756048,54.21853901260945,0.016159223937632392,3
28,1.6076833622240059,0.6972231552232714,55.27533382667812,0.01613642183421948,3
29,1.5666751358108766,0.8192701249687581,57.031555438327274,0.015430843851642756,3
30,1.5725432401214097,0.753743378607313,51.38851040393272,0.016767696662814316,2
31,1.5705765732737416,0.7892273841130715,52.298659276826186,0.01617316288033767,2
32,1.6005341130472692,0.7872025521542462,53.10793155379573,0.01654181201849022,2
33,1.6313331711290455,0.8585317619526024,58.84344378621889,0.015205070833584584,0
34,1.4803887759902121,0.9909883799311566,84.88792540245466,0.010258407470416377,0
35,1.4581045767404544,0.9337929053261744,93.72417463579052,0.009188855940034312,0
36,1.532053117358048,0.7355892332196378,64.20535285292583,0.013525537965178032,0
37,1.490898572559967,0.714452777536045,67.39074231561624,0.012573118812642602,0
38,1.631692924883155,0.6562781703882538,51.80901312116057,0.01766370661114726,0
39,1.6285260537404938,0.7275027358589686,55.61544711469896,0.016054662234441804,0
40,1.4562361456948196,0.722087415865318,66.53403676802877,0.012794186691348812,0
41,1.5842734873738678,1.012548476452404,86.8509359590992,0.010890502480019867,1
42,1.4827232266788268,0.8866931679269264,91.64893319107911,0.009852544580879757,1
43,1.4837027724726342,0.8076454901487738,77.72382030770704,0.011854146014114391,1
44,1.4388104442636866,0.8765600921969962,97.84285203341328,0.008764638652657588,3
45,1.450150429722272,0.8243427165208669,86.01709340367552,0.009527169271408868,3
46,1.4374396528949205,0.6607936984445715,68.37538122848851,0.011536682961807041,3
47,1.5448214949687593,0.8175194546803671,65.54029197825287,0.01338435556760413,2
48,1.4019263538271638,0.7303657648527201,75.5305305780605,0.01115678543720472,2
49,1.5093209875644036,0.715777365885384,59.88286085439796,0.014542582045687117,2
50,1.6116455819535744,0.7988017484230503,55.772771851803405,0.016061694785136065,1
51,1.4548945674892693,0.7886756489686538,71.93296301863268,0.011554853504822155,1
52,1.468056778274838,0.8429869134384015,95.4753922222656,0.009251891379524856,1
53,1.5208465196566474,0.8230617677649867,62.31359136467288,0.01429761417116234,2
54,1.4285166903262232,0.7069066446436164,71.0646861337038,0.011893515395973773,2
55,1.4021652807367373,0.6834564749427438,71.11059499311223,0.011413840168461337,2
56,1.5526703427041368,0.8166479472953135,55.65334561884463,0.015106189057202577,1
57,1.564119635490392,0.7972787505652369,58.98925846872018,0.014882825520161902,1
